biochemistry_Cholesterol,cov_PHYS2_DAYS_VERY_ACTIVE,0.8548065,-0.000812,0.974118,0.000145
biochemistry_Cholesterol,cov_ALCOHOL_DESC_ORDER,0.1780849,-0.005878,0.1717317,-0.006063
biochemistry_Cholesterol,cov_TOWNSEND_DEPRIVATION,0.002179651,-0.013241,0.003754006,-0.012649
biochemistry_Cholesterol,other_TIME_TV,0.05820018,-0.008328,0.1209176,-0.007175
biochemistry_Cholesterol,other_NAP_TIME,0.06534858,-0.008086303,0.02538368,-0.009900352
biochemistry_Cholesterol,other_NO_WHEAT,0.1844694,-0.005742,0.1252872,-0.006811
biochemistry_Cholesterol,cov_DIET,0.4739925,-0.003467,0.382261,-0.004191
biochemistry_Cholesterol,cov_Sleeplessness,0.005492451,-0.012226,0.01365163,-0.010918
biochemistry_Cholesterol,cov_ParticulateMatterAirPollution_irnt,0.005971865,-0.012127,0.003931959,-0.012634
biochemistry_Cholesterol,cov_SMOKING_STATUS,0.0006812484,-0.014806,0.0012004,-0.014218
biochemistry_Glucose,cov_PHYS2_DAYS_VERY_ACTIVE,0.3536516,-0.004536,0.6239058,-0.001762
biochemistry_Glucose,cov_ALCOHOL_DESC_ORDER,0.004319315,0.013816,0.1187839,0.005563
biochemistry_Glucose,cov_TOWNSEND_DEPRIVATION,0.6927482,0.001911,0.9874676,-5.6e-05
biochemistry_Glucose,other_TIME_TV,0.2111876,0.006134,0.4099305,0.003029
biochemistry_Glucose,other_NAP_TIME,0.006522778,0.01322656,0.006608134,0.009656448
biochemistry_Glucose,other_NO_WHEAT,0.145926,-0.006874,0.3288685,-0.003407
biochemistry_Glucose,cov_DIET,0.3074684,0.005491,0.1539257,0.005531
biochemistry_Glucose,cov_Sleeplessness,0.8485875,-0.000931,0.5077906,-0.002349
biochemistry_Glucose,cov_ParticulateMatterAirPollution_irnt,0.9782467,0.000132,0.9651424,-0.000154
biochemistry_Glucose,cov_SMOKING_STATUS,0.8780733,-0.000736,0.6066356,-0.001801
biochemistry_HbA1c,cov_PHYS2_DAYS_VERY_ACTIVE,0.1479576,-0.006387,0.1805151,-0.004668
biochemistry_HbA1c,cov_ALCOHOL_DESC_ORDER,0.01580504,0.010556,0.1460466,0.005202569
biochemistry_HbA1c,cov_TOWNSEND_DEPRIVATION,0.4948594,0.002985,0.42576,0.002796
biochemistry_HbA1c,other_TIME_TV,0.01554171,0.010814,0.06098034,0.007007
biochemistry_HbA1c,other_NAP_TIME,0.006650416,0.01195,0.009245209,0.009144766
biochemistry_HbA1c,other_NO_WHEAT,0.9384545,0.000339,0.8535881,0.000672
biochemistry_HbA1c,cov_DIET,0.01597634,0.011659,0.012588,0.009616
biochemistry_HbA1c,cov_Sleeplessness,0.5531952,-0.002598,0.8940059,0.000466
biochemistry_HbA1c,cov_ParticulateMatterAirPollution_irnt,0.1766162,0.005973,0.3727489,0.003076
biochemistry_HbA1c,cov_SMOKING_STATUS,0.8034138,0.001082,0.9666531,-0.000144
biochemistry_HDLcholesterol,cov_PHYS2_DAYS_VERY_ACTIVE,0.2109998,0.005206,0.1965627,0.005404
biochemistry_HDLcholesterol,cov_ALCOHOL_DESC_ORDER,2.80462e-10,-0.024728,6.972912e-11,-0.025229
biochemistry_HDLcholesterol,cov_TOWNSEND_DEPRIVATION,0.6320484,-0.001963,0.9064004,-0.000484
biochemistry_HDLcholesterol,other_TIME_TV,0.01113074,-0.010252,0.0003752585,-0.014591
biochemistry_HDLcholesterol,other_NAP_TIME,0.338553,-0.003923829,0.08826111,-0.006874362
biochemistry_HDLcholesterol,other_NO_WHEAT,0.5586755,0.002394,0.4845539,0.002935
biochemistry_HDLcholesterol,cov_DIET,0.3037481,0.004705,0.2943057,0.004683
biochemistry_HDLcholesterol,cov_Sleeplessness,0.9877398,6.3e-05,0.6960716,-0.00161
biochemistry_HDLcholesterol,cov_ParticulateMatterAirPollution_irnt,0.3265639,-0.004011,0.5717843,-0.002286
biochemistry_HDLcholesterol,cov_SMOKING_STATUS,0.4282266,-0.00325,0.2180757,-0.005005
biochemistry_LDLdirect,cov_PHYS2_DAYS_VERY_ACTIVE,0.5038924,-0.003001,0.9253632,-0.000428
biochemistry_LDLdirect,cov_ALCOHOL_DESC_ORDER,0.06954645,-0.008016,0.07128479,-0.008149
biochemistry_LDLdirect,cov_TOWNSEND_DEPRIVATION,0.06829436,-0.007974,0.07693764,-0.007806
biochemistry_LDLdirect,other_TIME_TV,0.0313318,-0.009556,0.02959113,-0.010318
biochemistry_LDLdirect,other_NAP_TIME,0.02378626,-0.009991032,0.01364562,-0.01106135
biochemistry_LDLdirect,other_NO_WHEAT,0.9380625,-0.000331,0.8901482,-0.000597
biochemistry_LDLdirect,cov_DIET,0.1919162,-0.006371,0.1470287,-0.007138
biochemistry_LDLdirect,cov_Sleeplessness,0.003843335,-0.012804,0.006981347,-0.012097
biochemistry_LDLdirect,cov_ParticulateMatterAirPollution_irnt,0.02698185,-0.009863,0.01754265,-0.010597
biochemistry_LDLdirect,cov_SMOKING_STATUS,0.003720347,-0.012792,0.002934487,-0.013281
biochemistry_Triglycerides,cov_PHYS2_DAYS_VERY_ACTIVE,0.00285958,-0.013312,0.0004230078,-0.013838
biochemistry_Triglycerides,cov_ALCOHOL_DESC_ORDER,0.000171617,0.016508,0.0003499599,0.013804
